CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	 2008	 2007
KET QUA KINH DOANH	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	 2007
Tổng doanh thu hoạt động kinh doanh###Gross Sale Revenues	465714	364945	3719897	1532091	737963	884742	566449	3158769	1217942	630032	716815	593214	2111460	829879	432605	501355	406252	1469043	660200	336611	283896	179339	1219925	417326	219524	267425	311766	528598	231372	99170	112074	98810	571003	230907	115259	133269	89532	646489	138155	79752	300135	129006	753265	202061	190692	183682	174248	843385	407538	177736	162779	95332	435414	153539	101915	110881	68903	310959	235646
Các khoản giảm trừ doanh thu###Deduction revenues	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	56	56	0	0	0	8	0	8	0	0	4057	0	0	4057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
Doanh thu thuần###Net Sales	465714	364944	3719897	1532091	737963	884742	566449	3158769	1217942	630032	716815	593214	2111460	829879	432605	501355	406252	1469043	660137	336611	283896	179339	1219869	417270	219524	267425	311766	528591	231372	99162	112074	98810	566946	230907	115259	129212	89532	646489	138155	79752	300135	129006	753265	202061	190692	183682	174248	843385	407538	177736	162779	95332	435414	153539	101915	110881	68903	310959	235637
Giá vốn hàng bán###Cost of goods sold	411604	340196	3409516	1380869	685396	812645	523340	2917934	1135545	579295	658904	550149	1967007	775247	404150	469933	376156	1362318	618366	314947	259190	164841	1159520	389889	207591	251315	297490	482847	207493	91744	105254	91167	524582	210288	108945	121011	81888	598324	126612	71372	284469	118913	691145	186351	173833	167298	162375	783430	376077	167638	153287	90424	405045	143883	94418	104794	62431	281067	219406
Lợi nhuận gộp###Gross profit	54110	24748	310381	151222	52566	72097	43108	240835	82397	50737	57911	43065	144453	54633	28456	31422	30095	106724	41771	21665	24706	14498	60350	27381	11933	16110	14276	45743	23879	7418	6821	7643	42365	20619	6314	8202	7643	48165	11543	8380	15666	10093	62120	15711	16860	16384	11873	59955	31461	10098	9492	4909	30369	9655	7497	6087	6472	29891	16232
Doanh thu hoạt động tài chính###Financial activities Revenues	3630	130	31698	5056	484	3372	6230	12812	8592	1938	493	292	5577	2821	302	679	396	2551	493	391	1100	270	7471	48515	423	228	305	1025	661	94	130	140	3370	31	52	96	104	5293	74	112	289	295	5840	147	238	513	772	2409	1040	845	355	195	374	-404	-38	148	1173	1417	5124
Chi phí tài chính###Financial Expenses	29791	12120	69853	5255	13991	24359	18529	82213	30065	17890	22015	11482	44729	12126	11200	11121	9612	27541	8678	6083	7407	3800	23909	51012	4709	5342	3518	13451	3025	2133	5485	2795	21415	2139	7094	6606	3406	26044	8106	6479	7029	4206	20638	5837	6890	5573	3117	8790	2574	1180	798	389	4522	-683	924	1005	3275	10864	6043
Chi phí bán hàng###Selling Expenses	18500	0	81734	81242	0	350	142	8610	239	689	17	25	2852	2845	64	465	219	27	0	0	27	0	0	0	0	0	0	45	-6	0	51	0	129	-594	117	631	0	1237	186	416	635	0	2917	601	158	130	1115	290	0	0	51	239	607	277	94	191	46	0	617
Chi phí quản lý doanh nghiệp###Managing Expenses	4263	12740	100725	43168	18799	23468	16738	81989	29477	19611	19317	13664	57994	23348	11873	10814	10830	54105	24360	7209	12167	6453	35039	15335	6525	8332	7071	24976	8137	5160	7182	3952	21029	5807	5218	5247	4492	27856	6750	5522	6413	6277	28360	10308	7181	6490	5348	17455	6301	3861	5697	1634	11173	1821	3393	2798	3161	14041	9925
Lợi nhuận thuần từ hoạt động kinh doanh###Net Profit from Operating activities	5361	18	89767	26344	20284	27536	13929	80835	31208	14514	17061	18185	44467	19145	5621	9701	9831	27142	9237	8763	6192	4515	15502	11124	597	2139	3467	8295	11743	277	-6286	1944	3161	13297	-6063	-4187	-150	-3929	-3425	-3926	1879	-95	16074	-888	2868	4705	3065	35715	23625	5902	3301	2841	14440	7836	3047	2242	1163	6403	4771
Thu nhập khác###Other incomes	6004	3473	16251	6518	7273	2867	1233	15557	8589	533	-40893	46281	5498	3607	791	354	1949	6199	7004	1769	-4671	11424	6252	21151	5129	4355	2716	2563	584	1134	916	0	3394	1241	13109	497	156	8897	2850	4188	519	1248	5266	42	15573	1044	881	9948	3076	4132	2164	949	5199	1618	1747	217	2184	1278	2422
Chi phí khác###Other Expenses	5929	2787	11491	4307	5877	1017	313	9792	3920	403	-41030	45269	9817	7854	361	1736	2067	10128	7977	2950	-5352	12256	1865	18356	3353	3080	2525	1793	1273	1142	110	94	3138	130	13302	3322	-51	4383	1873	404	437	901	4433	-30	15027	1799	857	8035	2837	3241	1390	469	6607	2656	2067	82	1802	1462	2482
Lợi nhuận khác###Other profits	75	687	4760	2211	1396	1850	919	5765	4669	130	138	1012	-4318	-4247	430	-1382	-118	-3929	-973	-1181	681	-833	4387	2794	1776	1274	191	769	-689	-8	806	-94	256	1111	-193	-2824	207	4514	977	3784	82	347	833	72	546	-755	25	1912	239	891	774	480	-1408	-1038	-320	135	382	-184	-61
Tổng lợi nhuận kế toán trước thuế###Total profit before tax	5437	705	94527	28556	21680	29386	14849	86600	35876	14644	17199	19198	40148	14898	6052	8319	9713	23213	8264	7583	6873	3682	19889	13919	2373	3413	3658	7869	11054	269	-5480	1850	9530	14645	-5709	-7375	295	585	2300	-28	2021	330	16907	2869	3067	3930	3089	37628	23864	6793	4076	3322	13033	6798	2727	2378	1545	6209	4711
Chi phí thuế TNDN###Corporate Income Tax Expenses	170	175	18355	4851	4483	5774	3334	18375	7253	3503	3851	3951	8411	3615	1221	1715	1900	5142	1339	1991	1252	661	4977	2491	981	1013	1033	2236	1958	88	53	209	768	570	90	87	0	784	0	0	0	199	2560	-600	799	1057	772	9494	5968	1698	1019	832	2416	651	10	-240	0	1634	1282
Chi phí thuế TNDN###Corporate Income Tax Expenses	170	175	18355	4851	4483	5774	3334	18397	7253	3503	3851	3951	8559	3716	1221	1761	1900	5083	1337	1988	765	657	4949	2250	958	1008	983	2182	1924	82	46	202	720	563	78	65	8	673	226	-90	419	188	2325	-615	754	998	664	9589	5870	1610	1275	781	2304	1199	490	417	198	2638	1353
Chi phí thuế TNDN###Corporate Income Tax Expenses	0	0	0	0	0	0	0	-22	0	0	0	0	-148	-102	0	-46	0	59	1	3	487	4	28	240	23	4	50	55	34	7	7	7	48	7	11	22	6	110	13	13	61	11	235	15	45	59	109	-96	99	88	-256	51	112	593	-481	-657	-733	-1004	-71
Lợi nhuận sau thuế thu nhập doanh nghiệp###Profit after Corporate Income Tax	5346	640	88786	33142	17724	25306	12357	75217	34958	11331	13348	15859	35277	12763	5468	6826	9613	21543	6925	5592	5620	3021	17441	11428	1392	2400	2626	6922	9096	180	-5533	1642	8762	14075	-5799	-7462	281	-199	2061	49	1541	132	14348	3469	2268	2873	2317	28134	17895	5095	3057	2489	10617	5007	2717	2618	2080	4575	3429
---Cac Chi So Tai Chinh---																																																											
EBITDA	0.13	0.33	1.05	1.05	0.86	0.72	0.56	0.52	0.52	0.41	0.56	0.49	0.07	0.07	0.45	-0.25	-0.40	0.23	0.23	0.49	0.38	0.46	0.33	0.33	0.11	-0.07	0.60	0.92	0.92	1.30	1.40	0.80	0.24	0.24	0.34	0.58	0.90	1.03	1.03	1.25	1.06	0.71	0.50	0.50	0.66	1.08	1.79	1.74	1.74	1.41	1.12	0.91	0.94	0.94	0.00	0.00	0.00	0.00	0.00
Giá giao dịch cuối quý###Last Price of Quarter	9.81	8.93	10.26	10.26	10.41	10.37	10.76	9.86	9.86	11.25	11.18	12.02	10.62	10.62	9.09	10.08	6.57	4.53	4.53	3.52	4.03	3.52	3.11	3.11	2.69	3.30	2.39	2.30	2.30	2.17	2.52	2.52	1.55	1.55	1.39	1.55	1.55	1.62	1.62	1.62	1.93	2.32	2.16	2.16	3.79	3.44	4.53	5.05	5.05	6.12	8.34	6.44	5.08	5.08	0.00	0.00	0.00	0.00	0.00
