CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	 2009	Q4 2009	 2008	 2007
Vốn chủ sở hữu ###Owners equity	4206951	4254460	4275725	4297197	4217117	4180098	4163712	4179158	4142018	4014349	3999965	4174891	4106080	4137780	4108448	4235718	3987943	4006927	4016620	3997945	3971269	3940940	3939369	3940912	3931442	3938450	3923488	3933837	3953422	2486331	2476885	2504069	2309529	2301367	2300453	2299746	2295826	2564928	2296770	2285125	2285593	2224258	2536194	2206867	2359352	2385844	2356800	2486089	2371186	1945238	1289506	743987	743987	621927	394959
Nguồn kinh phí và quỹ khác###Expenditures and Other Funds	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1624	0
Vốn chủ sở hữu ###Owners equity	4206951	4254460	4275725	4297197	4217117	4180098	4163712	4179158	4142018	4014349	3999965	4174891	4106080	4137780	4108448	4235718	3987943	4006927	4016620	3997945	3971269	3940940	3939369	3940912	3931442	3938450	3923488	3933837	3953422	2486331	2476885	2504069	2309529	2301367	2300453	2299746	2295826	2564928	2296770	2285125	2285593	2224258	2536194	2206867	2359352	2385844	2356800	2486089	2371186	1945238	1289506	743987	743987	620303	394959
Lợi ích của cổ đông thiểu số	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134468	0	134576	134665	127801	192861	194313	178057	182000	206546	294336	270183	288366	294291	306928	293415	307738	288629	300907	318438	292348	157038	0	232822	158606	7993	7993	22594	0
TỔNG CỘNG NGUỒN VỐN ###TOTAL EQUITY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6584775	6537853	6360750	6384734	6711219	6689363	6686196	6331420	5613839	5705547	5683853	5463040	5497508	5545332	5450590	0	5347124	5128476	4945906	4526130	4120240	2632195	2632195	2132836	1584150



KET QUA KINH DOANH	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	 2008	 2007
Tổng doanh thu hoạt động kinh doanh###Gross Sale Revenues	946730	81338	858478	169393	115640	195550	377895	732181	213061	82452	85683	350985	856706	130677	117565	299316	268805	1588363	737663	586029	181727	82967	391441	180400	105609	61552	43879	523528	124034	161475	196060	41960	973521	686533	37193	111660	119938	223966	1227409	59766	42200	88381	399819	248733	54669	116694	31164	717281	11994	472204	218351	18434	328440	189464	64076	22587	13294
Các khoản giảm trừ doanh thu###Deduction revenues	0	0	11	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5675	1761	2218	828	868	0	0	0	0	0	664	664	0	0	0	0	1005	0	0	0	1893	0	1920	0	0	0	30	0	0	0	0	0	0	0	25
Doanh thu thuần###Net Sales	946730	81338	858467	169393	115630	195550	377895	732181	213061	82452	85683	350985	856706	130677	117565	299316	268805	1588363	737663	586029	181727	82967	385765	178639	103391	60724	43012	523528	124034	161475	196060	41960	972857	685869	37193	111660	119938	223966	1226404	59766	42200	88381	397925	248733	52749	116694	31164	717281	11963	472204	218351	18434	328440	189464	64076	22587	13269
Giá vốn hàng bán###Cost of goods sold	859814	62953	742883	151107	72524	158841	356527	494606	175650	70714	-41523	289510	708123	114430	105467	231773	243897	1507734	663696	607206	168639	75843	333949	172205	70689	54326	36729	561731	114811	126234	196054	31606	910375	691210	26063	81078	106154	148267	1156792	40582	29010	79096	345448	233888	46500	98646	18535	389729	10090	322491	105094	15878	284259	154254	60088	25054	12266
Lợi nhuận gộp###Gross profit	86916	18385	115585	18286	43106	36709	21367	237576	37411	11737	127206	61475	148583	16246	12098	67543	24908	80629	73968	-21177	13088	7124	51816	6434	32702	6398	6282	-38203	9222	35240	6	10354	62482	-5340	11129	30582	13784	75699	69612	19184	13190	9285	52477	14845	6250	18049	12629	327553	1874	149713	113257	2556	44181	35211	3988	-2467	1003
Doanh thu hoạt động tài chính###Financial activities Revenues	18426	35977	26644	7213	330	24700	1497	37322	22976	1693	1087	888	429262	37969	201437	202620	188	107794	1083	31636	74859	442	6050	2998	279	1154	1019	386069	915123	25	125	703	7021	2033	324	135	91	26185	1481	1394	21881	13037	63537	2182	2136	9863	40329	87984	47486	161525	32376	6747	282773	196673	84113	7560	250078
Chi phí tài chính###Financial Expenses	11017	11858	67753	10504	33025	13798	10426	30621	10890	6924	9091	3581	25152	5493	2445	5981	8422	107988	31316	16698	37648	4429	13411	961	3073	4022	3553	297211	856544	25176	2400	5974	59202	5653	6364	49533	5120	83611	52348	12438	29017	33364	158953	102894	30600	36563	7049	35033	19066	94767	36087	650	181203	107334	67595	18997	68854
Chi phí bán hàng###Selling Expenses	71104	8023	21756	1900	13741	5779	336	118976	1409	139	117342	86	28111	1180	6465	3719	724	30836	7925	19927	2634	487	13006	27	11564	-248	309	3571	12847	1576	111	1342	3920	430	4599	-4415	6300	8616	8229	4837	1406	532	5438	679	680	1474	650	14929	461	833	439	220	2449	812	550	2488	612
Chi phí quản lý doanh nghiệp###Managing Expenses	4760	2942	23257	7310	4737	4526	4486	37332	3676	4249	6206	11686	27619	4442	2999	2296	2556	5790	9642	-4273	2770	3256	12026	3122	4827	2983	2521	18889	3668	5267	5555	2017	14511	4898	3050	6993	3908	18953	7278	4530	5809	3808	49029	7112	7251	19583	5232	40673	26590	5914	9474	1311	12366	7816	2489	8093	2799
Lợi nhuận thuần từ hoạt động kinh doanh###Net Profit from Operating activities	18933	31434	28980	5711	-8158	37149	7457	87290	43996	2004	-4546	46790	522489	43101	201626	282243	13394	43298	26167	-21893	44895	-606	19424	5322	13516	794	919	28195	51287	3247	-7935	1723	-8130	-14289	-2560	-21394	-1453	-9296	3237	-1227	-1162	-15382	-97405	-93659	-30146	-29708	40026	324902	3243	209724	99633	7122	130936	115922	17467	-24485	178816
Thu nhập khác###Other incomes	1603	2114	68373	3622	60508	2695	1549	25957	3379	1552	22963	334	4156	356	1300	1827	1832	42846	22640	22725	1405	2875	5705	1730	481	3352	234	6605	1064	4510	970	73	35141	1915	2797	22914	1427	24594	10278	1260	3959	11546	82923	7974	4365	88691	5	40301	43034	2131	770	497	24611	24137	119	39201	328
Chi phí khác###Other Expenses	2298	2179	19051	1765	3161	3283	2904	6717	-1412	2520	7768	1201	17879	6693	630	2944	8801	21835	2269	6005	2783	250	1214	31	116	-64	625	7697	166	5353	388	233	14514	2938	0	3458	150	9405	1061	501	401	0	29381	17874	2376	16370	0	6593	2418	0	773	40	4807	4804	0	301	4
Lợi nhuận khác###Other profits	-695	-65	49322	1857	57346	-588	-1355	19240	4791	-968	15195	-867	-13723	-6337	670	-1116	-6968	21011	20371	16720	-1378	2625	4492	1699	365	3416	-392	-1092	898	-843	582	-160	20626	-1023	2797	19456	1277	15189	9218	759	3558	11546	53542	-9900	1989	72321	5	33708	40616	2131	-3	457	19803	19332	119	38900	324
Tổng lợi nhuận kế toán trước thuế###Total profit before tax	18237	31370	78302	7568	49188	36560	6102	106530	48788	1036	10649	45923	508766	36764	202296	281127	6425	64309	46538	-5172	43518	2018	23915	7021	13881	4210	527	27103	52184	2404	-7353	1563	12497	-15312	237	-1939	-176	5893	12455	-468	2396	-3836	-43863	-49071	54487	42613	40031	358610	43859	211855	99631	7579	147311	131825	17585	12458	179140
Chi phí thuế TNDN###Corporate Income Tax Expenses	160	1024	19808	337	12322	5177	546	5478	-5747	-238	2648	10718	102266	7304	36655	54938	4013	19678	8857	0	8158	506	2074	1717	420	100	23	-5272	2215	0	-9342	0	6481	-12629	0	-3688	0	-1086	0	0	0	0	414	0	72	8762	11258	75558	-12739	53201	19094	1895	24661	20325	0	3515	50181
Chi phí thuế TNDN###Corporate Income Tax Expenses	255	6691	19501	312	12098	5147	516	13576	1704	-59	2548	11318	104207	7304	37059	53592	4013	17457	7399	0	6108	506	2379	1717	420	284	23	3517	2215	0	0	0	0	0	0	0	0	199	0	0	0	0	257	0	72	19204	11258	84589	13502	47028	25267	1895	30827	26491	4924	4613	50181
Chi phí thuế TNDN###Corporate Income Tax Expenses	-96	-5667	308	25	224	29	29	-8098	-7451	-179	100	-599	-1941	0	-404	1347	0	2221	1458	0	2050	0	-305	0	0	-184	0	-8790	0	0	-9342	0	6481	-12629	0	-3688	-1285	-1285	0	0	0	0	156	0	0	-10441	0	-9032	-26241	6173	-6173	0	-6166	-6166	0	-1197	0
Lợi nhuận sau thuế thu nhập doanh nghiệp###Profit after Corporate Income Tax	39688	30822	58018	8284	36214	31524	5756	105222	54324	1130	8002	39732	407833	29454	165628	226146	2327	44426	37681	-5172	35359	1513	21904	5304	13461	4110	504	31894	49970	2404	1988	1563	6017	-2683	237	1749	1109	6979	12455	-468	2396	-3836	-44276	-103559	-28229	33851	28773	283052	56598	158654	80536	5685	122650	111501	12661	9042	128959
---Cac Chi So Tai Chinh---																																																									
EBITDA	-0.34	-1.45	0.60	0.60	0.74	1.00	0.95	0.88	0.88	0.73	0.88	0.82	1.07	1.07	4.05	2.08	1.05	1.04	1.04	0.93	0.71	0.64	0.49	0.49	0.56	0.79	1.11	1.16	1.16	1.14	0.94	0.67	0.41	0.41	0.50	0.79	1.06	1.06	1.06	1.15	1.25	0.66	0.64	0.64	0.80	0.75	1.48	2.02	2.02	1.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Giá giao dịch cuối quý###Last Price of Quarter	7.66	5.34	3.98	3.98	4.53	4.53	5.39	4.60	4.60	8.56	9.00	12.64	13.95	13.95	15.44	24.35	5.77	3.43	3.43	3.79	4.24	4.42	4.60	4.60	5.41	6.67	8.03	8.75	8.75	8.48	7.57	10.64	5.86	5.86	5.77	6.76	6.31	6.58	6.58	6.40	8.93	9.11	12.08	12.08	18.82	17.24	17.59	23.83	23.83	27.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00
