CAN DOI KE TOAN	Q2 2020	Q1 2020	 2019	Q4 2019	Q3 2019	Q2 2019	Q1 2019	 2018	Q4 2018	Q3 2018	Q2 2018	Q1 2018	 2017	Q4 2017	Q3 2017	Q2 2017	Q1 2017	 2016	Q4 2016	Q3 2016	Q2 2016	Q1 2016	 2015	Q4 2015	Q3 2015	Q2 2015	Q1 2015	 2014	Q4 2014	Q3 2014	Q2 2014	Q1 2014	 2013	Q4 2013	Q3 2013	Q2 2013	Q1 2013	 2012	Q4 2012	Q3 2012	Q2 2012	Q1 2012	 2011	Q4 2011	Q3 2011	Q2 2011	Q1 2011	 2010	Q4 2010	Q3 2010	Q2 2010	Q1 2010	 2009	Q4 2009	Q3 2009	Q2 2009	Q1 2009	 2008	Q4 2008	Q3 2008	Q2 2008	Q1 2008	 2007	Q4 2007	Q3 2007	Q2 2007	 2006	 2005
Tổng doanh thu hoạt động kinh doanh###Gross Sale Revenues	92921	109853	420925	109696	80430	131835	98965	805920	206028	218440	213834	167618	856887	172182	213439	225783	245483	1722872	374813	380343	572651	395065	1185089	380026	347200	274704	183159	477128	174763	97911	122896	81557	708566	268825	139039	161445	278296	2471551	517457	515834	710638	727622	2710458	415365	871119	861897	516910	2589644	810430	882510	442997	453707	2621958	823211	485610	655075	658062	2734629	736495	682363	914498	401272	1449240	473291	346726	556628	1196551	239368	175303	724286	879702
Các khoản giảm trừ doanh thu###Deduction revenues	1249	254	4156	181	361	358	3255	27531	6028	5888	9950	5664	32110	6467	9246	7476	8921	45862	7425	16034	11814	10589	13452	4766	4561	4096	29	1903	171	603	876	253	1523	128	128	868	527	2816	6	5	2305	500	285	0	13	113	41	566	25	26	79	436	2016	69	42	1335	570	7812	0	7812	0	0	1593	0	0	1555	12	0	0	0	0
Doanh thu thuần###Net Sales	91672	109598	416769	109514	80069	131477	95710	778389	200000	212552	203883	161954	824777	165715	204192	218307	236562	1677010	367388	364310	560836	384476	1171637	375260	342639	270608	183130	475225	174592	97308	122020	81304	707043	268697	138911	160577	277769	2468735	517451	515829	708333	727122	2710174	415365	871107	861784	516870	2589078	810406	882484	442918	453271	2619943	823143	485568	653740	657493	2726817	736495	674551	914498	401272	1447647	473291	346726	555072	1196539	239368	175303	724286	879702
Giá vốn hàng bán###Cost of goods sold	72388	94173	355430	97779	66040	107236	84375	665324	173415	174952	176791	131868	695616	143463	175939	177730	198485	1482751	330075	312569	498071	342035	1013685	350401	302529	239468	121287	370421	121885	83660	100724	64151	638010	235193	124735	141528	261288	2377939	491980	493208	683794	708958	2489258	387229	798126	807725	466444	2400400	709157	821943	445268	424033	2460199	776608	475794	610103	597694	2502097	777439	601862	798724	324072	1312004	423300	317301	511695	1147591	233138	168241	697134	854703
Lợi nhuận gộp###Gross profit	19284	15425	61339	11735	14029	24241	11335	113066	26585	37600	27093	30086	129160	22253	28253	40577	38078	194259	37313	51740	62765	42441	157952	24859	40110	31140	61843	104804	52707	13648	21296	17153	69033	33504	14176	19049	16480	90796	25472	22622	24539	18164	220915	28137	72981	54060	50425	188678	101249	60541	-2350	29238	159744	46535	9774	43637	59799	224720	-40944	72689	115774	77200	135644	49991	29426	43376	48949	6230	7062	27151	24999
Doanh thu hoạt động tài chính###Financial activities Revenues	1285	1640	6511	1551	1659	1802	1499	8187	1597	1717	3289	1584	12931	1998	4523	5253	1157	44459	14590	1092	12045	16732	80376	10580	20764	48743	288	14859	13411	299	525	624	4013	2102	409	372	1540	15572	1234	1689	5821	6828	11780	3514	651	5974	1372	24725	3924	7209	1198	12414	16912	748	15392	250	522	36696	26985	3872	5331	508	9041	3687	2194	3972	12366	10039	1503	2121	10650
Chi phí tài chính###Financial Expenses	1194	604	3285	555	782	805	1144	8432	6016	564	910	942	6999	1764	2100	2123	1012	11340	2642	1839	4976	1882	13943	5999	4206	2610	1128	7292	1138	1458	2780	1917	15554	4251	2394	4832	6470	82774	8834	11683	26348	35910	93122	23219	23805	25481	20320	102895	18373	30668	44259	9616	64540	14597	7094	21669	21180	109720	37278	31176	33714	7552	17830	5655	4603	7462	18164	4985	3479	9626	15768
Chi phí bán hàng###Selling Expenses	8215	9081	39543	12165	7173	11479	8726	84367	21033	29592	23814	18226	101979	25050	22227	24487	30214	172247	42418	59537	47145	23148	70160	16918	25587	13603	14052	30411	10100	7927	6746	5638	31948	16758	8653	7784	7407	48599	11379	15104	14718	7397	68203	7072	20615	23349	13986	73106	20004	17404	18080	17618	57078	17777	8461	17243	13597	55804	2301	10392	26725	16386	33572	9166	10238	8066	27093	6763	3715	12635	13885
Chi phí quản lý doanh nghiệp###Managing Expenses	4564	4487	26233	8827	4314	8225	4868	39256	10730	13191	7777	7558	45384	14643	8939	10636	11167	51572	16064	12734	13297	9477	24497	7028	5918	7346	4206	34035	10112	5498	10047	8378	30363	17383	6805	7782	5198	28928	11724	6305	5576	5323	36294	7296	9352	5934	7497	22757	-741	10524	6392	6581	24133	8326	5236	5088	5482	24025	1487	4002	9975	8561	13449	2584	1515	4956	6832	1471	977	2371	6494
Lợi nhuận thuần từ hoạt động kinh doanh###Net Profit from Operating activities	7429	3480	54	-10565	6175	6403	-1959	-29703	-10693	-17247	-2715	952	-22607	-27384	400	11953	-7577	3559	-9221	-21278	9392	24667	129728	5495	25163	56324	42746	47926	44768	-936	2249	1845	-4819	-2786	-3266	-978	-1055	-53932	-5231	-8781	-16282	-23638	35077	-5937	19860	5269	9994	14644	67537	9154	-69884	7838	30905	6583	4375	-114	20061	71867	-55025	30991	50691	45210	79832	36272	15264	0	9227	3050	394	0	-499
Thu nhập khác###Other incomes	52	0	6621	11	10	6489	111	1006	558	77	284	87	1828	1165	146	33	485	1507	302	316	608	281	3295	832	175	696	1593	24613	204	23520	512	376	58431	1041	770	513	56877	483	305	71	2	105	1310	2	529	619	149	3062	509	1926	626	0	4632	1968	9	2495	159	12297	2482	4791	3395	1629	2368	964	1068	-228	6389	1814	2036	2282	14098
Chi phí khác###Other Expenses	213	79	146	110	8	0	27	614	502	16	5	90	3267	1611	425	1038	194	616	93	83	440	0	258	208	35	10	5	2546	314	2200	32	0	45445	2	1	767	44676	826	0	15	460	351	19	0	19	0	0	190	180	0	10	0	0	0	0	0	0	25	1	10	-188	203	760	0	231	0	767	0	530	0	291
Lợi nhuận khác###Other profits	-161	-79	6476	-99	2	6489	84	393	56	61	279	-3	-1439	-446	-279	-1005	291	890	209	233	168	281	3037	624	140	685	1588	22066	-110	21320	480	376	12986	1039	770	-254	12201	-343	305	56	-458	-246	1291	2	510	619	149	2873	329	1926	617	0	4632	1968	9	2495	159	12272	2481	4782	3583	1425	1607	964	836	0	5622	1814	1506	0	13808
Tổng lợi nhuận kế toán trước thuế###Total profit before tax	7268	3400	6530	-10664	6177	12892	-1875	-29310	-10637	-17186	-2436	948	-24047	-27830	121	10948	-7286	4449	-9012	-21045	9560	24947	132765	6120	25303	57009	44334	69992	44658	20384	2729	2221	8167	-1747	-2497	-1232	11146	-54275	-4926	-8725	-16740	-23884	36368	-5934	20370	5889	10143	17517	67866	11080	-69267	7838	35537	8551	4385	2382	20220	84139	-52544	35773	54275	46635	81439	37236	16100	26634	14849	4865	1900	6921	13309
Chi phí thuế TNDN###Corporate Income Tax Expenses	1315	346	5780	4085	279	925	492	1425	-979	1520	577	307	6043	2485	1172	1450	937	2713	437	-174	-426	2876	19632	-152	4371	6568	8846	7703	4947	212	1268	1276	8399	4952	1111	1949	0	2672	0	0	0	581	5122	0	3555	1806	1667	2670	768	201	365	1337	6228	1482	457	385	3903	16313	-10651	7110	11313	9327	11051	6106	2559	0	1238	0	189	0	452
Chi phí thuế TNDN###Corporate Income Tax Expenses	1163	480	1720	24	279	925	492	2674	717	999	652	307	3252	264	1054	1342	593	2713	437	-745	146	2876	19332	-152	4371	6568	8546	8003	5153	306	1268	1276	8399	4952	1111	1949	1498	2672	466	740	885	581	5122	0	3555	1178	1667	2670	768	201	365	1337	6228	1482	0	385	3903	16706	-10651	7110	10920	9327	11329	6106	2560	0	1238	356	190	0	0
Chi phí thuế TNDN###Corporate Income Tax Expenses	152	-133	4061	4061	0	0	0	-1249	-1696	522	-75	0	2792	2221	118	108	344	0	0	571	-571	0	300	0	0	0	300	-300	-206	-94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-393	0	0	-393	0	-278	0	0	0	0	0	0	0	0
Lợi nhuận sau thuế thu nhập doanh nghiệp###Profit after Corporate Income Tax	5955	3031	114	-15838	6209	12887	-3145	-35020	-10965	-20597	-3013	1146	-35170	-33167	-784	9420	-9056	-7080	-9449	-20871	9985	22071	117629	6272	20932	50441	35487	62812	39711	20172	1461	945	-231	-6699	-3608	-3181	9648	-56947	-5392	-9466	-17625	-24465	31246	-5934	16815	4711	8477	14847	67098	10880	-69632	6501	29310	7068	4385	1997	16317	67826	-41893	28663	43748	37308	70389	31130	13541	23971	13610	4509	1710	6229	12857
---Cac Chi So Tai Chinh---																																																																							
EBITDA	0.66	0.84	1.54	1.54	1.03	0.87	1.00	0.95	0.95	0.92	1.02	1.09	0.99	0.99	1.40	2.25	1.92	1.36	1.36	1.05	0.16	-0.11	-0.05	-0.05	0.26	0.23	0.77	0.73	0.73	0.49	0.77	0.40	0.44	0.44	0.45	0.68	0.83	0.88	0.88	0.90	0.96	0.74	0.92	0.92	0.98	1.00	1.19	1.12	1.12	0.98	0.80	0.84	0.83	0.83	0.89	0.83	0.90	1.01	1.01	1.06	1.46	1.64	2.46	2.46	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Giá giao dịch cuối quý###Last Price of Quarter	2.61	1.86	3.08	3.08	2.31	1.64	1.59	1.29	1.29	1.82	1.80	2.24	3.70	3.70	4.16	4.31	2.78	2.63	2.63	3.17	5.80	10.30	13.90	13.90	12.70	15.18	19.74	13.09	13.09	11.65	7.81	4.42	2.75	2.75	1.80	1.68	1.77	1.98	1.98	1.74	2.90	3.87	3.97	3.97	3.81	3.94	4.64	5.24	5.24	5.04	8.01	9.65	9.51	9.51	10.29	10.73	9.21	8.46	8.46	14.87	11.92	13.16	22.79	22.79	0.00	0.00	0.00	0.00	0.00	0.00	0.00
